period_id,year_start,year_end,scenario_id,blend_share,relative_blend_energy,fossil_emissions_factor,ttw_reduction_fraction,reference_co2_tonnes,scenario_co2_tonnes,avoided_co2_tonnes,control_status,calculation_scope,source_lineage,annual_reproduction_status,rho_provenance,rounding_method
historical_1986_2023,1986,2023,E10,0.1,0.9659375,0.9317373018440634,0.0682626981559366,104318087,97197053,7121034,published_aggregate_control,aggregate_arithmetic_reconciliation_only,manuscript_reported_aggregate_totals,primary_workbook_copy_recovered_and_computationally_verified,explicit_ratio_of_recovered_notebook_parameters_21.1_MJ_per_L_over_32.0_MJ_per_L,decimal_round_half_up_to_integer_tonnes
prospective_2026_2030,2026,2030,E10,0.1,0.9659375,0.9317373018440634,0.0682626981559366,41728481,38879982,2848499,published_aggregate_control,aggregate_arithmetic_reconciliation_only,manuscript_reported_aggregate_totals,primary_workbook_copy_recovered_and_computationally_verified,explicit_ratio_of_recovered_notebook_parameters_21.1_MJ_per_L_over_32.0_MJ_per_L,decimal_round_half_up_to_integer_tonnes
