id_escenario,escenario,recargo_entrega_ilustrativo_fraccion,participacion_gasolina_en_p068,codigo,producto,efecto_costo_directo_pct,efecto_precio_propagado_pct
E10_r00_p068_450,E10,0.0,0.45,P001,Maíz,-0.001492200733379665,-0.0023158635427763564
E10_r00_p068_450,E10,0.0,0.45,P002,Frijoles,-0.00013180962275265469,-0.0011466955932296174
E10_r00_p068_450,E10,0.0,0.45,P003,Leguminosas (legumbres secas) y semillas oleaginosas,-0.003647202093053485,-0.00554566355934498
E10_r00_p068_450,E10,0.0,0.45,P004,Arroz,-0.0018112164728405025,-0.0040184595649461665
E10_r00_p068_450,E10,0.0,0.45,P005,Otros cereales,-0.001218726469574463,-0.0021649863708992374
E10_r00_p068_450,E10,0.0,0.45,P006,Hortalizas,-0.002363583498065035,-0.003836135039066067
E10_r00_p068_450,E10,0.0,0.45,P007,Sandías y melones,-0.0017844480287484918,-0.003308964395974778
E10_r00_p068_450,E10,0.0,0.45,P008,Ejotes y arvejas,-0.0017267483979575334,-0.0030414947446021456
E10_r00_p068_450,E10,0.0,0.45,P009,Raíces y tubérculos,-0.0022368485562619866,-0.0043649202236973805
E10_r00_p068_450,E10,0.0,0.45,P010,Caña de azúcar y otras plantas azucareras,-0.003808439422516431,-0.0070331335303345675
E10_r00_p068_450,E10,0.0,0.45,P011,Tabaco y otras plantas no perennes,-0.0003557224891169329,-0.0023729933488224903
E10_r00_p068_450,E10,0.0,0.45,P012,"Bananos, plátanos y otros",-0.0036589124387660776,-0.006768646115211804
E10_r00_p068_450,E10,0.0,0.45,P013,Frutas tropicales y subtropicales,-0.002231535681332486,-0.0035588223210271156
E10_r00_p068_450,E10,0.0,0.45,P014,"Berries, otras frutas y semillas de frutas",-0.0026667222194628163,-0.00387298142160882
E10_r00_p068_450,E10,0.0,0.45,P015,Palma africana,-0.003002752155415903,-0.00625026811288133
E10_r00_p068_450,E10,0.0,0.45,P016,Café en grano,-0.00013829606138397732,-0.002618930946512265
E10_r00_p068_450,E10,0.0,0.45,P017,Cardamomo,-0.0015031228248335738,-0.0042687403533640395
E10_r00_p068_450,E10,0.0,0.45,P018,Caucho natural,-0.005737871676184735,-0.011837576943258075
E10_r00_p068_450,E10,0.0,0.45,P019,Propagación de plantas,-0.014613136818123656,-0.01871278734776205
E10_r00_p068_450,E10,0.0,0.45,P020,"Otros frutos oleaginosos, otras plantas bebestibles y especias aromáticas",-0.010565972789993118,-0.012827708084724639
E10_r00_p068_450,E10,0.0,0.45,P021,Ganado bovino,-0.00110507595636429,-0.00219054684349488
E10_r00_p068_450,E10,0.0,0.45,P022,Ganado porcino y otro tipo de animales vivos n.c.p.,-0.002660489950145522,-0.004649670806227464
E10_r00_p068_450,E10,0.0,0.45,P023,Aves de corral,-0.0011325378578030882,-0.0032926708854052822
E10_r00_p068_450,E10,0.0,0.45,P024,Leche cruda,-0.0020785138570833,-0.004625753672476133
E10_r00_p068_450,E10,0.0,0.45,P025,Huevos,-0.0011440369622581193,-0.0024242040440120016
E10_r00_p068_450,E10,0.0,0.45,P026,Otros productos de animales vivos,-0.0,-0.002312012629036178
E10_r00_p068_450,E10,0.0,0.45,P027,Troncos de madera y leña,-0.006372044070098924,-0.008805245020893958
E10_r00_p068_450,E10,0.0,0.45,P028,Productos forestales no madereros,-0.005059139678445854,-0.008709734206883672
E10_r00_p068_450,E10,0.0,0.45,P029,"Peces vivos, frescos o refrigerados",-0.043909982033887365,-0.04505461295898235
E10_r00_p068_450,E10,0.0,0.45,P030,Crustáceos sin congelar y otros productos de la pesca,-0.004423875653264059,-0.0067237690321090135
E10_r00_p068_450,E10,0.0,0.45,P031,Petróleo crudo y gas natural,-0.010986903333088065,-0.013084336190958673
E10_r00_p068_450,E10,0.0,0.45,P032,Minerales metálicos,-0.003924040281217228,-0.006103914941229254
E10_r00_p068_450,E10,0.0,0.45,P033,Minerales no metálicos,-0.012888728359324262,-0.015409509605415435
E10_r00_p068_450,E10,0.0,0.45,P034,Carne y despojos comestibles de ganado bovino; cueros y pieles de bovino y de otros animales,-0.002332424433489017,-0.005678819268470917
E10_r00_p068_450,E10,0.0,0.45,P035,Carne y despojos comestibles de ganado porcino,-0.0010192916345392292,-0.005114059557381057
E10_r00_p068_450,E10,0.0,0.45,P036,Carne y despojos comestibles de aves,-0.002138462287140616,-0.00575549486454728
E10_r00_p068_450,E10,0.0,0.45,P037,Carne y despojos de otros animales y conservas y preparados de carne,-0.0031766632218166247,-0.00615171923297662
E10_r00_p068_450,E10,0.0,0.45,P038,"Pescado congelado, preparado o en conserva y sus productos",-0.000762252707793524,-0.0031635241995927247
E10_r00_p068_450,E10,0.0,0.45,P039,"Crustáceos, moluscos y demás invertebrados acuáticos congelados, preparados o en conserva y sus productos",-0.0015737082598054318,-0.004357974917047461
E10_r00_p068_450,E10,0.0,0.45,P040,"Vegetales preparados o en conserva, legumbres y papas",-0.006964908030190458,-0.010387688792624312
E10_r00_p068_450,E10,0.0,0.45,P041,Preparaciones y conservas de frutas y nueces,-0.002278006787347455,-0.004618943875912738
E10_r00_p068_450,E10,0.0,0.45,P042,Jugos de frutas,-0.005412200799874678,-0.008602390742554915
E10_r00_p068_450,E10,0.0,0.45,P043,Aceites de origen vegetal,-0.0028753741322186696,-0.006711986106256898
E10_r00_p068_450,E10,0.0,0.45,P044,"Margarina, grasas y otros aceites de origen animal y vegetal",-0.0036169733855236077,-0.007538469923516528
E10_r00_p068_450,E10,0.0,0.45,P045,Leche líquida y crema procesada,-0.002490071774840534,-0.006312321473724675
E10_r00_p068_450,E10,0.0,0.45,P046,Otros productos lácteos n.c.p.,-0.0025783279227182673,-0.006191044090707924
E10_r00_p068_450,E10,0.0,0.45,P047,Harina de trigo,-0.003611370570829427,-0.006960262719531988
E10_r00_p068_450,E10,0.0,0.45,P048,Arroz sin cáscara,-0.004086585568754802,-0.005751505118969871
E10_r00_p068_450,E10,0.0,0.45,P049,"Otros productos de molinería, almidones y productos de almidón",-0.006040784491797512,-0.008602330840156635
E10_r00_p068_450,E10,0.0,0.45,P050,Pan y otros productos de panadería y repostería n.c.p.,-0.0006473075156685968,-0.0040769339946018154
E10_r00_p068_450,E10,0.0,0.45,P051,"Tortillas de maíz, incluso tostadas, horneadas o fritas",-6.147546422889692e-05,-0.0021122904714115614
E10_r00_p068_450,E10,0.0,0.45,P052,"Azúcar de caña sin refinar y refinada, melaza y los demás azúcares n.c.p.",-0.0002924094633938319,-0.006315443811483675
E10_r00_p068_450,E10,0.0,0.45,P053,Productos alimenticios n.c.p.,-0.006465194544203267,-0.009095121048240697
E10_r00_p068_450,E10,0.0,0.45,P054,Preparados para alimentación animal,-0.0005284788062797002,-0.002540419147127188
E10_r00_p068_450,E10,0.0,0.45,P055,"Aguardientes, licores, vinos, demás bebidas espirituosas y productos del tabaco",-0.0008381357566438386,-0.00362157534239011
E10_r00_p068_450,E10,0.0,0.45,P056,Malta y cerveza de malta,-0.009710408027170915,-0.0126046221099828
E10_r00_p068_450,E10,0.0,0.45,P057,Bebidas no alcohólicas,-0.008608576281403975,-0.012747016725839775
E10_r00_p068_450,E10,0.0,0.45,P058,Aguas minerales y otras aguas embotelladas,-0.0089450012205735,-0.011547247813680047
E10_r00_p068_450,E10,0.0,0.45,P059,"Hilados, tejidos, telas y otros productos textiles excepto prendas de vestir",-0.003338486697238867,-0.00586586395951433
E10_r00_p068_450,E10,0.0,0.45,P060,"Prendas de vestir, adobo y teñido de pieles",-0.0031946428551126223,-0.006098837210563164
E10_r00_p068_450,E10,0.0,0.45,P061,Cuero de piel curtida o adobada y cuero artificial o regenerado y artículos de cuero,-0.004218560426347027,-0.007186980966936115
E10_r00_p068_450,E10,0.0,0.45,P062,"Calzado y sus partes, de cualquier material y de cualquier uso",-0.00026300566785269705,-0.0030512643076552664
E10_r00_p068_450,E10,0.0,0.45,P063,"Madera aserrada y acepillada, productos de madera, corcho, paja y materiales trenzables",-0.004408904682092825,-0.009890117459917112
E10_r00_p068_450,E10,0.0,0.45,P064,Pasta de papel y papel,-0.001277157102588179,-0.0038036033775411863
E10_r00_p068_450,E10,0.0,0.45,P065,Envases de papel y cartón,-0.0017449573834593384,-0.0038765583229409366
E10_r00_p068_450,E10,0.0,0.45,P066,Productos de la edición,-0.0018951347842989387,-0.0039482774745190664
E10_r00_p068_450,E10,0.0,0.45,P067,Productos de la impresión,-0.0031807058518371007,-0.005459560943602805
E10_r00_p068_450,E10,0.0,0.45,P068,"Gasolinas, diésel oil y fuel oils",-0.005588688503544365,-0.0067950206609847215
E10_r00_p068_450,E10,0.0,0.45,P069,"Aceites, grasas lubricantes y otros aceites preparados",-0.0,0.0
E10_r00_p068_450,E10,0.0,0.45,P070,"Gases de petróleo, otros productos de la refinación de petróleo n.c.p.",-0.011569512773055091,-0.01381329686015584
E10_r00_p068_450,E10,0.0,0.45,P071,"Abonos, fertilizantes y pesticidas",-0.00040158748664616154,-0.0018273597715014033
E10_r00_p068_450,E10,0.0,0.45,P072,"Pinturas, barnices, tintas y productos relacionados",-0.0018696275105209849,-0.003851810013258422
E10_r00_p068_450,E10,0.0,0.45,P073,"Jabón, preparados de limpieza, perfumes y preparados de toilet",-0.0026112784417490586,-0.0041079411747555515
E10_r00_p068_450,E10,0.0,0.45,P074,Otros productos químicos,-0.0063007481588810595,-0.010312378256148417
E10_r00_p068_450,E10,0.0,0.45,P075,Productos farmacéuticos,-0.001350597679210435,-0.0035832403800734234
E10_r00_p068_450,E10,0.0,0.45,P076,Productos de caucho y plástico,-0.0008620757108486904,-0.003063720034462439
E10_r00_p068_450,E10,0.0,0.45,P077,Vidrio y productos de vidrio,-0.017604910179577292,-0.024119939625906008
E10_r00_p068_450,E10,0.0,0.45,P078,Productos de cerámica y arcilla,-0.006505738271156125,-0.011495382686596882
E10_r00_p068_450,E10,0.0,0.45,P079,"Cemento, cal y yeso",-0.0034277592258120096,-0.008598401851722526
E10_r00_p068_450,E10,0.0,0.45,P080,"Artículos de hormigón, cemento y yeso",-0.0037007095548057117,-0.009674224257976092
E10_r00_p068_450,E10,0.0,0.45,P081,Piedras talladas para construcción y otros productos minerales no metálicos n.c.p.,-0.002275579693396179,-0.0057509256155894506
E10_r00_p068_450,E10,0.0,0.45,P082,"Métales básicos de hierro y acero, productos primarios de metales preciosos y otros metales no ferrosos",-0.0029291815904533606,-0.006617786813381993
E10_r00_p068_450,E10,0.0,0.45,P083,Productos metálicos estructurales y sus partes de hierro o de acero,-0.001268551017289947,-0.002803886181340991
E10_r00_p068_450,E10,0.0,0.45,P084,Otros productos elaborados de metal,-0.0032191419763320374,-0.004764649591294227
E10_r00_p068_450,E10,0.0,0.45,P085,"Maquinaria para usos generales y especiales, sus partes y piezas, excepto electrodomésticos",-0.00028464133295319017,-0.0016917334537735257
E10_r00_p068_450,E10,0.0,0.45,P086,Electrodomésticos y sus partes,-0.0,0.0
E10_r00_p068_450,E10,0.0,0.45,P087,"Maquinaria de oficina, contabilidad e informática, sus partes y piezas",-0.0,0.0
E10_r00_p068_450,E10,0.0,0.45,P088,"Maquinaria y aparatos eléctricos, sus partes y piezas",-0.0005031473283804165,-0.002402384269015198
E10_r00_p068_450,E10,0.0,0.45,P089,"Equipo y aparatos de radio, televisión y comunicaciones",-0.0,0.0
E10_r00_p068_450,E10,0.0,0.45,P090,"Aparatos médicos, instrumentos ópticos y de precisión, relojes",-0.0011779324052742512,-0.004016961147979434
E10_r00_p068_450,E10,0.0,0.45,P091,Equipo de transporte,-0.003380555357190119,-0.005607773860633708
E10_r00_p068_450,E10,0.0,0.45,P092,Muebles,-0.0017672274860307555,-0.0061984840084692416
E10_r00_p068_450,E10,0.0,0.45,P093,Otros artículos n.c.p.,-0.00293803525757075,-0.005177528220496211
E10_r00_p068_450,E10,0.0,0.45,P094,Residuos y desechos,-0.012696353732432348,-0.01416763189726496
E10_r00_p068_450,E10,0.0,0.45,P095,"Generación y distribución de energía eléctrica, gas, vapor y aire acondicionado",-0.020675568593559873,-0.02228354184803438
E10_r00_p068_450,E10,0.0,0.45,P096,Agua natural y distribución de agua natural,-0.00906068346810608,-0.012462306922428232
E10_r00_p068_450,E10,0.0,0.45,P097,"Evacuación de aguas residuales, recogida, tratamiento y eliminación de desechos",-0.016018728096780083,-0.017552071645633133
E10_r00_p068_450,E10,0.0,0.45,P098,Edificaciones residenciales,-6.183341424088984e-05,-0.0033102613922210344
E10_r00_p068_450,E10,0.0,0.45,P099,Edificaciones no residenciales,-0.00014926958828560946,-0.0038493581656612232
E10_r00_p068_450,E10,0.0,0.45,P100,Obras de ingeniería civil,-0.004630631978777623,-0.008507085915249325
E10_r00_p068_450,E10,0.0,0.45,P101,Servicios generales y especializados de construcción,-0.003765400550250341,-0.007585364563026577
E10_r00_p068_450,E10,0.0,0.45,P102,Servicios de comercio,-0.002660233510547132,-0.0044448613564530715
E10_r00_p068_450,E10,0.0,0.45,P103,Mantenimiento y reparación de vehículos automotores y motocicletas,-0.006894006217635655,-0.008235789762522103
E10_r00_p068_450,E10,0.0,0.45,P104,Servicio de transporte de pasajeros por vía terrestre,-0.03959042496218804,-0.041087690433700856
E10_r00_p068_450,E10,0.0,0.45,P105,Servicio de transporte de carga por vía terrestre,-0.04261111085103337,-0.04444101819989328
E10_r00_p068_450,E10,0.0,0.45,P106,Otros tipos de transporte,-0.00912680916479739,-0.011036394869078293
E10_r00_p068_450,E10,0.0,0.45,P107,Servicios de almacenamiento y depósito,-0.00041031674221727536,-0.003077479626137968
E10_r00_p068_450,E10,0.0,0.45,P108,Otros servicios de apoyo al transporte,-0.003649059999158604,-0.0077906751255869796
E10_r00_p068_450,E10,0.0,0.45,P109,Servicios postales y de mensajería,-0.013385020314071449,-0.017663834852722094
E10_r00_p068_450,E10,0.0,0.45,P110,Servicio de alojamiento,-0.004457764669232172,-0.007141113820563346
E10_r00_p068_450,E10,0.0,0.45,P111,Servicio de suministro de comidas y bebidas,-0.0007145629761364039,-0.003941090740801081
E10_r00_p068_450,E10,0.0,0.45,P112,"Servicios de información, telecomunicaciones y radiodifusión",-0.002085837821697295,-0.003032452009923268
E10_r00_p068_450,E10,0.0,0.45,P113,Servicios de banco central,-0.0005486060673488358,-0.0027081565709567226
E10_r00_p068_450,E10,0.0,0.45,P114,Otros servicios financieros y servicios de banca de inversión,-0.0001755090407108877,-0.002658059226496608
E10_r00_p068_450,E10,0.0,0.45,P115,Servicios de Intermediación Financiera Medidos Indirectamente (SIFMI),-0.00010185398782140428,-0.0015605539115176672
E10_r00_p068_450,E10,0.0,0.45,P116,"Servicios de seguro, reaseguro y fondos de pensiones",-0.00011403386480497432,-0.0013430779206510604
E10_r00_p068_450,E10,0.0,0.45,P117,Servicios auxiliares de la intermediación financiera,-0.0013866272498000154,-0.0029577947030695966
E10_r00_p068_450,E10,0.0,0.45,P118,Servicios de alquiler de vivienda,-1.5808958530185863e-10,-0.0003542663638545578
E10_r00_p068_450,E10,0.0,0.45,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",-0.0008420403149033465,-0.0026754626491718872
E10_r00_p068_450,E10,0.0,0.45,P120,"Servicios jurídicos, de contabilidad, auditoría, teneduría de libros y consultoría fiscal",-0.0006443148199285932,-0.0014437312358751432
E10_r00_p068_450,E10,0.0,0.45,P121,Servicios de tecnología de la información,-0.003687312150052559,-0.00511546204181622
E10_r00_p068_450,E10,0.0,0.45,P122,"Servicios de arquitectura e ingeniería, ensayos y análisis técnicos",-0.003604827754232131,-0.0053778289815289
E10_r00_p068_450,E10,0.0,0.45,P123,"Otros servicios profesionales, científicos y técnicos",-0.0008699242759454646,-0.0019507591900163365
E10_r00_p068_450,E10,0.0,0.45,P124,Servicios de publicidad y estudios de mercado,-0.001345850215774956,-0.0032588360503820967
E10_r00_p068_450,E10,0.0,0.45,P125,Servicios de arrendamiento o alquiler sin operador,-0.004454687170366887,-0.005877715457282196
E10_r00_p068_450,E10,0.0,0.45,P126,Servicios  de agencias de empleo y de dotación de recursos humanos,-0.0008599558471540831,-0.0012938337949991593
E10_r00_p068_450,E10,0.0,0.45,P127,"Servicios de agencias de viajes, operadores turísticos y actividades conexas",-0.003069467487405449,-0.004731009925782732
E10_r00_p068_450,E10,0.0,0.45,P128,"Servicios de seguridad, sistemas de seguridad e investigación privada",-0.002075441725702548,-0.002794174042869282
E10_r00_p068_450,E10,0.0,0.45,P129,Servicios de limpieza,-0.0014175500102470461,-0.0028132753981911793
E10_r00_p068_450,E10,0.0,0.45,P130,Servicios telefónicos de centros de llamadas,-0.000406443538613186,-0.0014954426670944986
E10_r00_p068_450,E10,0.0,0.45,P131,"Servicios administrativos, de apoyo de oficina y otros servicios de apoyo a las empresas",-0.005188554922507178,-0.006622794499058256
E10_r00_p068_450,E10,0.0,0.45,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",-0.0029616441077499962,-0.005715345585726252
E10_r00_p068_450,E10,0.0,0.45,P133,Servicios de reparación de otros bienes,-0.0014871907737530473,-0.002524585867475452
E10_r00_p068_450,E10,0.0,0.45,P134,"Servicios de apoyo a la agricultura, caza, silvicultura y pesca",-0.004834573497058103,-0.0055051669450238505
E10_r00_p068_450,E10,0.0,0.45,P135,"Servicios de apoyo a la explotación de minas y canteras y los relacionados con la distribución de electricidad, gas y agua",-0.000876283767248938,-0.00277206208308887
E10_r00_p068_450,E10,0.0,0.45,P136,Servicios de manufactura,-0.004524042204856097,-0.0072906089818084215
E10_r00_p068_450,E10,0.0,0.45,P137,Servicios públicos del gobierno general,-0.006773475531151799,-0.010536832773836768
E10_r00_p068_450,E10,0.0,0.45,P138,"Servicios públicos administrativos relacionados con la provisión de servicios educativos, de salud, servicios sociales, culturales y otros, sin contar los servicios de seguridad social",-0.00031781270277972433,-0.00230263116705833
E10_r00_p068_450,E10,0.0,0.45,P139,Otros servicios administrativos,-0.0005852535589523595,-0.003637181699360373
E10_r00_p068_450,E10,0.0,0.45,P140,Servicios públicos administrativos prestados a la comunidad en su conjunto,-0.0009301254672373894,-0.0018883032378068554
E10_r00_p068_450,E10,0.0,0.45,P141,Servicios administrativos relacionados con los sistemas de seguridad social de afiliación obligatoria,-0.0010883029837690612,-0.00192199184865731
E10_r00_p068_450,E10,0.0,0.45,P142,Servicios de enseñanza,-0.0006863106868434426,-0.0013678952166305497
E10_r00_p068_450,E10,0.0,0.45,P143,Servicios de hospitalización,-0.001693516631138906,-0.0030102091168297306
E10_r00_p068_450,E10,0.0,0.45,P144,Servicios médicos y dentales,-0.0017669678099659861,-0.0031476369119615272
E10_r00_p068_450,E10,0.0,0.45,P145,Otros servicios de atención de la salud humana,-0.0015777280507126513,-0.0035705346141571546
E10_r00_p068_450,E10,0.0,0.45,P146,"Servicios audiovisuales, recreativos, culturales y deportivos",-0.003178986995375607,-0.005810161807045911
E10_r00_p068_450,E10,0.0,0.45,P147,Servicios de asociaciones que sirven a las empresas,-0.0025254730572816576,-0.00441066271502115
E10_r00_p068_450,E10,0.0,0.45,P148,Servicios de asociaciones que sirven a los hogares,-0.002153819641944295,-0.00473208543587418
E10_r00_p068_450,E10,0.0,0.45,P149,Otros servicios,-0.0010341746539853575,-0.0017933834215640837
E10_r00_p068_450,E10,0.0,0.45,P150,Servicios domésticos,-0.0,0.0
E10_r00_p068_450,E10,0.0,0.45,P151,Compras directas en el exterior por residentes,-0.0,0.0
E10_r00_p068_450,E10,0.0,0.45,P152,Compras directas en el territorio nacional por no residentes,-0.0,0.0
E10_r00_p068_502,E10,0.0,0.502,P001,Maíz,-0.0016646328181257597,-0.002583474441052737
E10_r00_p068_502,E10,0.0,0.502,P002,Frijoles,-0.00014704095693740592,-0.001279202639558373
E10_r00_p068_502,E10,0.0,0.502,P003,Leguminosas (legumbres secas) y semillas oleaginosas,-0.0040686565571396655,-0.006186495792869291
E10_r00_p068_502,E10,0.0,0.502,P004,Arroz,-0.0020205125985909606,-0.004482814892451059
E10_r00_p068_502,E10,0.0,0.502,P005,Otros cereales,-0.0013595570838364009,-0.002415162573758705
E10_r00_p068_502,E10,0.0,0.502,P006,Hortalizas,-0.0026367087022858833,-0.004279421754691479
E10_r00_p068_502,E10,0.0,0.502,P007,Sandías y melones,-0.0019906509120705394,-0.0036913336150651947
E10_r00_p068_502,E10,0.0,0.502,P008,Ejotes y arvejas,-0.0019262837683881816,-0.0033929563595339507
E10_r00_p068_502,E10,0.0,0.502,P009,Raíces y tubérculos,-0.002495328833874483,-0.00486931100510241
E10_r00_p068_502,E10,0.0,0.502,P010,Caña de azúcar y otras plantas azucareras,-0.004248525755784997,-0.007845851182728788
E10_r00_p068_502,E10,0.0,0.502,P011,Tabaco y otras plantas no perennes,-0.00039682819897044516,-0.002647205913575311
E10_r00_p068_502,E10,0.0,0.502,P012,"Bananos, plátanos y otros",-0.004081720098356824,-0.007550800777414061
E10_r00_p068_502,E10,0.0,0.502,P013,Frutas tropicales y subtropicales,-0.002489402026730906,-0.003970064011456916
E10_r00_p068_502,E10,0.0,0.502,P014,"Berries, otras frutas y semillas de frutas",-0.002974876787045186,-0.0043205259414391736
E10_r00_p068_502,E10,0.0,0.502,P015,Palma africana,-0.0033497368489306296,-0.006972521317036507
E10_r00_p068_502,E10,0.0,0.502,P016,Café en grano,-0.000154276939588348,-0.0029215629669981273
E10_r00_p068_502,E10,0.0,0.502,P017,Cardamomo,-0.0016768170179254534,-0.00476201701641944
E10_r00_p068_502,E10,0.0,0.502,P018,Caucho natural,-0.006400914625432749,-0.013205474723367895
E10_r00_p068_502,E10,0.0,0.502,P019,Propagación de plantas,-0.01630176596155128,-0.02087515388572567
E10_r00_p068_502,E10,0.0,0.502,P020,"Otros frutos oleaginosos, otras plantas bebestibles y especias aromáticas",-0.011786929645725655,-0.014310021018959479
E10_r00_p068_502,E10,0.0,0.502,P021,Ganado bovino,-0.0012327736224330525,-0.0024436767009653995
E10_r00_p068_502,E10,0.0,0.502,P022,Ganado porcino y otro tipo de animales vivos n.c.p.,-0.0029679243443845606,-0.005186966099391525
E10_r00_p068_502,E10,0.0,0.502,P023,Aves de corral,-0.001263408899149223,-0.003673157298829894
E10_r00_p068_502,E10,0.0,0.502,P024,Leche cruda,-0.0023186976805684807,-0.005160285207962265
E10_r00_p068_502,E10,0.0,0.502,P025,Huevos,-0.0012762367890079465,-0.002704334289097833
E10_r00_p068_502,E10,0.0,0.502,P026,Otros productos de animales vivos,-0.0,-0.0025791785328359135
E10_r00_p068_502,E10,0.0,0.502,P027,Troncos de madera y leña,-0.007108369162643691,-0.009822740001086152
E10_r00_p068_502,E10,0.0,0.502,P028,Productos forestales no madereros,-0.005643751374621819,-0.009716192381901339
E10_r00_p068_502,E10,0.0,0.502,P029,"Peces vivos, frescos o refrigerados",-0.04898402440224768,-0.05026092378979804
E10_r00_p068_502,E10,0.0,0.502,P030,Crustáceos sin congelar y otros productos de la pesca,-0.004935079062085683,-0.007500737898041607
E10_r00_p068_502,E10,0.0,0.502,P031,Petróleo crudo y gas natural,-0.012256501051578241,-0.014596303928580568
E10_r00_p068_502,E10,0.0,0.502,P032,Minerales metálicos,-0.004377484935935662,-0.006809256223326855
E10_r00_p068_502,E10,0.0,0.502,P033,Minerales no metálicos,-0.014378092525290617,-0.017190164048707872
E10_r00_p068_502,E10,0.0,0.502,P034,Carne y despojos comestibles de ganado bovino; cueros y pieles de bovino y de otros animales,-0.002601949034692192,-0.006335038383938668
E10_r00_p068_502,E10,0.0,0.502,P035,Carne y despojos comestibles de ganado porcino,-0.00113707644564154,-0.005705017550678425
E10_r00_p068_502,E10,0.0,0.502,P036,Carne y despojos comestibles de aves,-0.0023855734847657534,-0.006420574271117191
E10_r00_p068_502,E10,0.0,0.502,P037,Carne y despojos de otros animales y conservas y preparados de carne,-0.003543744305226546,-0.00686258456656503
E10_r00_p068_502,E10,0.0,0.502,P038,"Pescado congelado, preparado o en conserva y sus productos",-0.0008503352429163313,-0.003529086995990107
E10_r00_p068_502,E10,0.0,0.502,P039,"Crustáceos, moluscos y demás invertebrados acuáticos congelados, preparados o en conserva y sus productos",-0.0017555589920496147,-0.004861563129684055
E10_r00_p068_502,E10,0.0,0.502,P040,"Vegetales preparados o en conserva, legumbres y papas",-0.007769741847012466,-0.011588043941994232
E10_r00_p068_502,E10,0.0,0.502,P041,Preparaciones y conservas de frutas y nueces,-0.0025412431272187164,-0.005152688501573767
E10_r00_p068_502,E10,0.0,0.502,P042,Jugos de frutas,-0.006037610670082418,-0.009596444783916816
E10_r00_p068_502,E10,0.0,0.502,P043,Aceites de origen vegetal,-0.0032076395874972713,-0.007487593389646583
E10_r00_p068_502,E10,0.0,0.502,P044,"Margarina, grasas y otros aceites de origen animal y vegetal",-0.004034934754517446,-0.00840958200356733
E10_r00_p068_502,E10,0.0,0.502,P045,Leche líquida y crema procesada,-0.0027778134021554405,-0.0070417452884661965
E10_r00_p068_502,E10,0.0,0.502,P046,Otros productos lácteos n.c.p.,-0.0028762680382323786,-0.006906453630078617
E10_r00_p068_502,E10,0.0,0.502,P047,Harina de trigo,-0.004028684503458606,-0.0077645597449001276
E10_r00_p068_502,E10,0.0,0.502,P048,Arroz sin cáscara,-0.004558813234477579,-0.006416123488273055
E10_r00_p068_502,E10,0.0,0.502,P049,"Otros productos de molinería, almidones y productos de almidón",-0.006738830699738557,-0.009596377959463628
E10_r00_p068_502,E10,0.0,0.502,P050,Pan y otros productos de panadería y repostería n.c.p.,-0.0007221074952569678,-0.00454804636731136
E10_r00_p068_502,E10,0.0,0.502,P051,"Tortillas de maíz, incluso tostadas, horneadas o fritas",-6.857929565090279e-05,-0.0023563773703302307
E10_r00_p068_502,E10,0.0,0.502,P052,"Azúcar de caña sin refinar y refinada, melaza y los demás azúcares n.c.p.",-0.000326199001386008,-0.007045228429699572
E10_r00_p068_502,E10,0.0,0.502,P053,Productos alimenticios n.c.p.,-0.007212283691533422,-0.010146112813815174
E10_r00_p068_502,E10,0.0,0.502,P054,Preparados para alimentación animal,-0.0005895474683386877,-0.0028339786930174403
E10_r00_p068_502,E10,0.0,0.502,P055,"Aguardientes, licores, vinos, demás bebidas espirituosas y productos del tabaco",-0.0009349869996337932,-0.004040068493066301
E10_r00_p068_502,E10,0.0,0.502,P056,Malta y cerveza de malta,-0.010832499621421778,-0.014061156220469702
E10_r00_p068_502,E10,0.0,0.502,P057,Bebidas no alcohólicas,-0.00960334509614399,-0.014220005325270147
E10_r00_p068_502,E10,0.0,0.502,P058,Aguas minerales y otras aguas embotelladas,-0.009978645806061991,-0.012881596449927524
E10_r00_p068_502,E10,0.0,0.502,P059,"Hilados, tejidos, telas y otros productos textiles excepto prendas de vestir",-0.0037242673822531357,-0.006543697128169317
E10_r00_p068_502,E10,0.0,0.502,P060,"Prendas de vestir, adobo y teñido de pieles",-0.0035638015850367475,-0.006803591732672686
E10_r00_p068_502,E10,0.0,0.502,P061,Cuero de piel curtida o adobada y cuero artificial o regenerado y artículos de cuero,-0.004706038520058239,-0.008017476545337623
E10_r00_p068_502,E10,0.0,0.502,P062,"Calzado y sus partes, de cualquier material y de cualquier uso",-0.0002933974339156754,-0.0034038548498732087
E10_r00_p068_502,E10,0.0,0.502,P063,"Madera aserrada y acepillada, productos de madera, corcho, paja y materiales trenzables",-0.004918378112023551,-0.011032975477507534
E10_r00_p068_502,E10,0.0,0.502,P064,Pasta de papel y papel,-0.0014247397011094799,-0.004243130878945947
E10_r00_p068_502,E10,0.0,0.502,P065,Envases de papel y cartón,-0.0019465969033257507,-0.004324516173591892
E10_r00_p068_502,E10,0.0,0.502,P066,Productos de la edición,-0.0021141281371512602,-0.0044045228715746025
E10_r00_p068_502,E10,0.0,0.502,P067,Productos de la impresión,-0.003548254083604943,-0.00609044354153024
