id_escenario,escenario,recargo_entrega_ilustrativo_fraccion,participacion_gasolina_en_p068,grupo_analitico,descripcion,codigo_inicio,codigo_fin,numero_productos,produccion_base_millones_q_2013,efecto_precio_ponderado_produccion_pct,efecto_precio_minimo_producto_pct,efecto_precio_maximo_producto_pct
E15_r15_p068_502,E15,0.15,0.502,otras_manufacturas,"Caucho, plástico, minerales no metálicos, metales, maquinaria, equipo, muebles y otros.",P076,P094,19,37622.85104702268,0.010656524845140219,0.0,0.04140539752795245
E15_r15_p068_502,E15,0.15,0.502,electricidad_agua_desechos,"Electricidad, gas, agua y gestión de desechos.",P095,P097,3,18377.121163366268,0.0348081238857612,0.021393369147751837,0.03825295265489165
E15_r15_p068_502,E15,0.15,0.502,construccion,"Edificaciones, obras civiles y servicios de construcción.",P098,P101,4,42692.54198585462,0.009848929833731592,0.0056825469297250315,0.014603654884236159
E15_r15_p068_502,E15,0.15,0.502,comercio_reparacion,Comercio y reparación de vehículos.,P102,P103,2,110301.56241488637,0.008117462683519119,0.007630253403408356,0.014137935432790683
E15_r15_p068_502,E15,0.15,0.502,transporte_logistica,"Transporte de pasajeros y carga, almacenamiento, apoyo, correo y mensajería.",P104,P109,6,25090.974998895443,0.056328816258982346,0.005282943045494072,0.07628949548187071
E15_r15_p068_502,E15,0.15,0.502,alojamiento_comidas,Alojamiento y suministro de comidas y bebidas.,P110,P111,2,29302.71482493113,0.007117042622759094,0.006765457598464936,0.01225876437166555
E15_r15_p068_502,E15,0.15,0.502,servicios_privados,"Información, finanzas, inmobiliarios, profesionales, administrativos y otros servicios de mercado.",P112,P136,25,144897.2483061703,0.004491483452983773,0.000608149931288612,0.012515394640060141
E15_r15_p068_502,E15,0.15,0.502,servicios_publicos_sociales,"Gobierno, enseñanza, salud, cultura, asociaciones y servicios domésticos.",P137,P150,14,78471.62944532983,0.005521294218007072,0.0,0.01808801168049696
E15_r15_p068_502,E15,0.15,0.502,ajustes_comercio_exterior,Compras directas de residentes y no residentes.,P151,P152,2,0.0,0.0,0.0,0.0
E15_r30_p068_450,E15,0.3,0.45,agricultura_pesca_silvicultura,"Agricultura, ganadería, silvicultura y pesca.",P001,P030,30,74663.33847793967,0.024154679081994437,0.005280045412539889,0.2074573268375673
E15_r30_p068_450,E15,0.3,0.45,mineria,"Petróleo crudo, gas natural y minerales.",P031,P033,3,8450.23278764872,0.04733509015754328,0.028105931752296875,0.07095423666224099
E15_r30_p068_450,E15,0.3,0.45,alimentos_bebidas_tabaco,"Alimentos procesados, bebidas y tabaco.",P034,P058,25,85313.2317468036,0.029701094477517356,0.00972619907094649,0.05869458955299413
E15_r30_p068_450,E15,0.3,0.45,manufactura_otros_y_refinacion,"Textiles, cuero, madera, papel, edición, impresión y refinación.",P059,P070,12,24472.43089526476,0.027357279365312848,0.0,0.06360435598527045
E15_r30_p068_450,E15,0.3,0.45,quimica_farmaceutica,"Fertilizantes, pinturas, limpieza, otros químicos y farmacéuticos.",P071,P075,5,15290.689256096739,0.02151595812589758,0.00841421440488947,0.04748411507399014
E15_r30_p068_450,E15,0.3,0.45,otras_manufacturas,"Caucho, plástico, minerales no metálicos, metales, maquinaria, equipo, muebles y otros.",P076,P094,19,37622.85104702268,0.02858409021745268,0.0,0.1110620615658042
E15_r30_p068_450,E15,0.3,0.45,electricidad_agua_desechos,"Electricidad, gas, agua y gestión de desechos.",P095,P097,3,18377.121163366268,0.09336613651350016,0.05738362202134584,0.10260623098626873
E15_r30_p068_450,E15,0.3,0.45,construccion,"Edificaciones, obras civiles y servicios de construcción.",P098,P101,4,42692.54198585462,0.026417871023040884,0.015242345554915444,0.039171511799732224
E15_r30_p068_450,E15,0.3,0.45,comercio_reparacion,Comercio y reparación de vehículos.,P102,P103,2,110301.56241488637,0.021773541473825833,0.020466695741296316,0.03792230842343543
E15_r30_p068_450,E15,0.3,0.45,transporte_logistica,"Transporte de pasajeros y carga, almacenamiento, apoyo, correo y mensajería.",P104,P109,6,25090.974998895443,0.15109127874114955,0.014170484545431542,0.20463198398980947
E15_r30_p068_450,E15,0.3,0.45,alojamiento_comidas,Alojamiento y suministro de comidas y bebidas.,P110,P111,2,29302.71482493113,0.019090105955430273,0.01814704635583552,0.032881791376292886
E15_r30_p068_450,E15,0.3,0.45,servicios_privados,"Información, finanzas, inmobiliarios, profesionales, administrativos y otros servicios de mercado.",P112,P136,25,144897.2483061703,0.012047545526892146,0.0016312459037355724,0.03357015299989155
E15_r30_p068_450,E15,0.3,0.45,servicios_publicos_sociales,"Gobierno, enseñanza, salud, cultura, asociaciones y servicios domésticos.",P137,P150,14,78471.62944532983,0.014809815989551828,0.0,0.04851763264695505
E15_r30_p068_450,E15,0.3,0.45,ajustes_comercio_exterior,Compras directas de residentes y no residentes.,P151,P152,2,0.0,0.0,0.0,0.0
E15_r30_p068_502,E15,0.3,0.502,agricultura_pesca_silvicultura,"Agricultura, ganadería, silvicultura y pesca.",P001,P030,30,74663.33847793967,0.02694588644258045,0.005890183993544498,0.2314301734943528
E15_r30_p068_502,E15,0.3,0.502,mineria,"Petróleo crudo, gas natural y minerales.",P031,P033,3,8450.23278764872,0.052804922797970506,0.03135372831034007,0.0791533928987666
E15_r30_p068_502,E15,0.3,0.502,alimentos_bebidas_tabaco,"Alimentos procesados, bebidas y tabaco.",P034,P058,25,85313.2317468036,0.03313322095047491,0.010850115408033637,0.06547707545689567
E15_r30_p068_502,E15,0.3,0.502,manufactura_otros_y_refinacion,"Textiles, cuero, madera, papel, edición, impresión y refinación.",P059,P070,12,24472.43089526476,0.030518564980860106,0.0,0.0709541926769017
E15_r30_p068_502,E15,0.3,0.502,quimica_farmaceutica,"Fertilizantes, pinturas, limpieza, otros químicos y farmacéuticos.",P071,P075,5,15290.689256096739,0.02400224662044574,0.009386523625010034,0.05297116837142899
E15_r30_p068_502,E15,0.3,0.502,otras_manufacturas,"Caucho, plástico, minerales no metálicos, metales, maquinaria, equipo, muebles y otros.",P076,P094,19,37622.85104702268,0.031887140642580546,0.0,0.12389589979118598
E15_r30_p068_502,E15,0.3,0.502,electricidad_agua_desechos,"Electricidad, gas, agua y gestión de desechos.",P095,P097,3,18377.121163366268,0.1041551122883935,0.06401461834381246,0.11446295101134867
E15_r30_p068_502,E15,0.3,0.502,construccion,"Edificaciones, obras civiles y servicios de construcción.",P098,P101,4,42692.54198585462,0.029470602785703383,0.01700368326348345,0.04369799760770129
E15_r30_p068_502,E15,0.3,0.502,comercio_reparacion,Comercio y reparación de vehículos.,P102,P103,2,110301.56241488637,0.024289595155245713,0.022831736138068347,0.04230444184125463
E15_r30_p068_502,E15,0.3,0.502,transporte_logistica,"Transporte de pasajeros y carga, almacenamiento, apoyo, correo y mensajería.",P104,P109,6,25090.974998895443,0.16855071539568248,0.015807962759570297,0.2282783465841875
E15_r30_p068_502,E15,0.3,0.502,alojamiento_comidas,Alojamiento y suministro de comidas y bebidas.,P110,P111,2,29302.71482493113,0.02129607375472444,0.020244038379176515,0.0366814650464423
E15_r30_p068_502,E15,0.3,0.502,servicios_privados,"Información, finanzas, inmobiliarios, profesionales, administrativos y otros servicios de mercado.",P112,P136,25,144897.2483061703,0.013439706343333012,0.0018197454303894606,0.03744937067987902
E15_r30_p068_502,E15,0.3,0.502,servicios_publicos_sociales,"Gobierno, enseñanza, salud, cultura, asociaciones y servicios domésticos.",P137,P150,14,78471.62944532983,0.01652117250390004,0.0,0.0541241146417143
E15_r30_p068_502,E15,0.3,0.502,ajustes_comercio_exterior,Compras directas de residentes y no residentes.,P151,P152,2,0.0,0.0,0.0,0.0
E20_r00_p068_450,E20,0.0,0.45,agricultura_pesca_silvicultura,"Agricultura, ganadería, silvicultura y pesca.",P001,P030,30,74663.33847793967,-0.010875096494769657,-0.09340295684521369,-0.00237722071004207
E20_r00_p068_450,E20,0.0,0.45,mineria,"Petróleo crudo, gas natural y minerales.",P031,P033,3,8450.23278764872,-0.02131155091336449,-0.03194553600961691,-0.01265405840599565
E20_r00_p068_450,E20,0.0,0.45,alimentos_bebidas_tabaco,"Alimentos procesados, bebidas y tabaco.",P034,P058,25,85313.2317468036,-0.013372244249108912,-0.026425907913863508,-0.0043790005681643845
E20_r00_p068_450,E20,0.0,0.45,manufactura_otros_y_refinacion,"Textiles, cuero, madera, papel, edición, impresión y refinación.",P059,P070,12,24472.43089526476,-0.012316994646139699,-0.02863641890995403,0.0
E20_r00_p068_450,E20,0.0,0.45,quimica_farmaceutica,"Fertilizantes, pinturas, limpieza, otros químicos y farmacéuticos.",P071,P075,5,15290.689256096739,-0.009687072223243928,-0.021378646002518154,-0.0037883092244874604
E20_r00_p068_450,E20,0.0,0.45,otras_manufacturas,"Caucho, plástico, minerales no metálicos, metales, maquinaria, equipo, muebles y otros.",P076,P094,19,37622.85104702268,-0.012869338411608991,-0.050003174636938326,0.0
E20_r00_p068_450,E20,0.0,0.45,electricidad_agua_desechos,"Electricidad, gas, agua y gestión de desechos.",P095,P097,3,18377.121163366268,-0.0420359856772029,-0.04619612867355725,-0.025835674511888295
E20_r00_p068_450,E20,0.0,0.45,construccion,"Edificaciones, obras civiles y servicios de construcción.",P098,P101,4,42692.54198585462,-0.011894047343237435,-0.01763608488533569,-0.006862520431492395
E20_r00_p068_450,E20,0.0,0.45,comercio_reparacion,Comercio y reparación de vehículos.,P102,P103,2,110301.56241488637,-0.009803043284364496,-0.017073659393665768,-0.009214665628971405
E20_r00_p068_450,E20,0.0,0.45,transporte_logistica,"Transporte de pasajeros y carga, almacenamiento, apoyo, correo y mensajería.",P104,P109,6,25090.974998895443,-0.06802542191723746,-0.09213091029904044,-0.006379939318841315
E20_r00_p068_450,E20,0.0,0.45,alojamiento_comidas,Alojamiento y suministro de comidas y bebidas.,P110,P111,2,29302.71482493113,-0.008594887295167454,-0.01480428089829723,-0.008170296096456114
E20_r00_p068_450,E20,0.0,0.45,servicios_privados,"Información, finanzas, inmobiliarios, profesionales, administrativos y otros servicios de mercado.",P112,P136,25,144897.2483061703,-0.005424134168180573,-0.015114200109168138,-0.0007344314759721207
E20_r00_p068_450,E20,0.0,0.45,servicios_publicos_sociales,"Gobierno, enseñanza, salud, cultura, asociaciones y servicios domésticos.",P137,P150,14,78471.62944532983,-0.006667783803272134,-0.021843963852400575,0.0
E20_r00_p068_450,E20,0.0,0.45,ajustes_comercio_exterior,Compras directas de residentes y no residentes.,P151,P152,2,0.0,0.0,0.0,0.0
E20_r00_p068_502,E20,0.0,0.502,agricultura_pesca_silvicultura,"Agricultura, ganadería, silvicultura y pesca.",P001,P030,30,74663.33847793967,-0.012131774311943039,-0.10419618741399393,-0.002651921769869153
E20_r00_p068_502,E20,0.0,0.502,mineria,"Petróleo crudo, gas natural y minerales.",P031,P033,3,8450.23278764872,-0.02377421901890882,-0.03563702017072819,-0.014116305155132921
E20_r00_p068_502,E20,0.0,0.502,alimentos_bebidas_tabaco,"Alimentos procesados, bebidas y tabaco.",P034,P058,25,85313.2317468036,-0.014917481362339275,-0.029479568383909964,-0.004885018411596715
E20_r00_p068_502,E20,0.0,0.502,manufactura_otros_y_refinacion,"Textiles, cuero, madera, papel, edición, impresión y refinación.",P059,P070,12,24472.43089526476,-0.013740291805249173,-0.03194551620621537,0.0
E20_r00_p068_502,E20,0.0,0.502,quimica_farmaceutica,"Fertilizantes, pinturas, limpieza, otros químicos y farmacéuticos.",P071,P075,5,15290.689256096739,-0.01080646723570767,-0.023849067318364683,-0.004226069401539346
E20_r00_p068_502,E20,0.0,0.502,otras_manufacturas,"Caucho, plástico, minerales no metálicos, metales, maquinaria, equipo, muebles y otros.",P076,P094,19,37622.85104702268,-0.01435646196139492,-0.05578131926165122,0.0
E20_r00_p068_502,E20,0.0,0.502,electricidad_agua_desechos,"Electricidad, gas, agua y gestión de desechos.",P095,P097,3,18377.121163366268,-0.046893477355457465,-0.0515343479869461,-0.028821130233262045
E20_r00_p068_502,E20,0.0,0.502,construccion,"Edificaciones, obras civiles y servicios de construcción.",P098,P101,4,42692.54198585462,-0.013268470591789315,-0.019674032472085587,-0.00765552279246485
E20_r00_p068_502,E20,0.0,0.502,comercio_reparacion,Comercio y reparación de vehículos.,P102,P103,2,110301.56241488637,-0.010935839397224392,-0.019046615590267147,-0.010279471434985877
E20_r00_p068_502,E20,0.0,0.502,transporte_logistica,"Transporte de pasajeros y carga, almacenamiento, apoyo, correo y mensajería.",P104,P109,6,25090.974998895443,-0.07588613733878485,-0.10277714882248508,-0.0071171767512407565
E20_r00_p068_502,E20,0.0,0.502,alojamiento_comidas,Alojamiento y suministro de comidas y bebidas.,P110,P111,2,29302.71482493113,-0.009588074271497916,-0.016514997802100462,-0.009114419200935487
E20_r00_p068_502,E20,0.0,0.502,servicios_privados,"Información, finanzas, inmobiliarios, profesionales, administrativos y otros servicios de mercado.",P112,P136,25,144897.2483061703,-0.006050923005392549,-0.016860729899560903,-0.0008192991131955654
E20_r00_p068_502,E20,0.0,0.502,servicios_publicos_sociales,"Gobierno, enseñanza, salud, cultura, asociaciones y servicios domésticos.",P137,P150,14,78471.62944532983,-0.007438283264983582,-0.024368155230900197,0.0
E20_r00_p068_502,E20,0.0,0.502,ajustes_comercio_exterior,Compras directas de residentes y no residentes.,P151,P152,2,0.0,0.0,0.0,0.0
E20_r15_p068_450,E20,0.15,0.45,agricultura_pesca_silvicultura,"Agricultura, ganadería, silvicultura y pesca.",P001,P030,30,74663.33847793967,0.010959876977850263,0.002395753135964316,0.09413111110171181
E20_r15_p068_450,E20,0.15,0.45,mineria,"Petróleo crudo, gas natural y minerales.",P031,P033,3,8450.23278764872,0.02147769229725942,0.012752707386729428,0.03219457821135432
E20_r15_p068_450,E20,0.15,0.45,alimentos_bebidas_tabaco,"Alimentos procesados, bebidas y tabaco.",P034,P058,25,85313.2317468036,0.013476492089839021,0.004413138544205131,0.026631919992915733
E20_r15_p068_450,E20,0.15,0.45,manufactura_otros_y_refinacion,"Textiles, cuero, madera, papel, edición, impresión y refinación.",P059,P070,12,24472.43089526476,0.012413015932636167,0.0,0.028859663773119333
E20_r15_p068_450,E20,0.15,0.45,quimica_farmaceutica,"Fertilizantes, pinturas, limpieza, otros químicos y farmacéuticos.",P071,P075,5,15290.689256096739,0.009762591062374999,0.0038178422669083033,0.0215453104488129
E20_r15_p068_450,E20,0.15,0.45,otras_manufacturas,"Caucho, plástico, minerales no metálicos, metales, maquinaria, equipo, muebles y otros.",P076,P094,19,37622.85104702268,0.01296966568024416,0.0,0.050392991251744686
E20_r15_p068_450,E20,0.15,0.45,electricidad_agua_desechos,"Electricidad, gas, agua y gestión de desechos.",P095,P097,3,18377.121163366268,0.042363691383004866,0.026037085227359615,0.04655626617737452
E20_r15_p068_450,E20,0.15,0.45,construccion,"Edificaciones, obras civiles y servicios de construcción.",P098,P101,4,42692.54198585462,0.011986771401366786,0.006916019524361347,0.017773572934011717
E20_r15_p068_450,E20,0.15,0.45,comercio_reparacion,Comercio y reparación de vehículos.,P102,P103,2,110301.56241488637,0.009879466215021547,0.009286501663146016,0.017206762864705766
E20_r15_p068_450,E20,0.15,0.45,transporte_logistica,"Transporte de pasajeros y carga, almacenamiento, apoyo, correo y mensajería.",P104,P109,6,25090.974998895443,0.06855573703992894,0.006429676287863751,0.09284914788760489
E20_r15_p068_450,E20,0.15,0.45,alojamiento_comidas,Alojamiento y suministro de comidas y bebidas.,P110,P111,2,29302.71482493113,0.008661891638279094,0.008233990395656341,0.014919692663776487
E20_r15_p068_450,E20,0.15,0.45,servicios_privados,"Información, finanzas, inmobiliarios, profesionales, administrativos y otros servicios de mercado.",P112,P136,25,144897.2483061703,0.005466419835741644,0.0007401569842793313,0.01523202795439678
E20_r15_p068_450,E20,0.15,0.45,servicios_publicos_sociales,"Gobierno, enseñanza, salud, cultura, asociaciones y servicios domésticos.",P137,P150,14,78471.62944532983,0.006719764761067803,0.0,0.022014255840953734
E20_r15_p068_450,E20,0.15,0.45,ajustes_comercio_exterior,Compras directas de residentes y no residentes.,P151,P152,2,0.0,0.0,0.0,0.0
E20_r15_p068_502,E20,0.15,0.502,agricultura_pesca_silvicultura,"Agricultura, ganadería, silvicultura y pesca.",P001,P030,30,74663.33847793967,0.012226351650846299,0.0026725957205646364,0.10500848394013186
E20_r15_p068_502,E20,0.15,0.502,mineria,"Petróleo crudo, gas natural y minerales.",P031,P033,3,8450.23278764872,0.023959558962720513,0.01422635357364039,0.03591484058244416
E20_r15_p068_502,E20,0.15,0.502,alimentos_bebidas_tabaco,"Alimentos procesados, bebidas y tabaco.",P034,P058,25,85313.2317468036,0.015033775620220421,0.004923101220424391,0.029709386303208216
E20_r15_p068_502,E20,0.15,0.502,manufactura_otros_y_refinacion,"Textiles, cuero, madera, papel, edición, impresión y refinación.",P059,P070,12,24472.43089526476,0.013847408884851902,0.0,0.03219455825356868
E20_r15_p068_502,E20,0.15,0.502,quimica_farmaceutica,"Fertilizantes, pinturas, limpieza, otros químicos y farmacéuticos.",P071,P075,5,15290.689256096739,0.010890712696249442,0.004259015151084374,0.0240349907673424
E20_r15_p068_502,E20,0.15,0.502,otras_manufacturas,"Caucho, plástico, minerales no metálicos, metales, maquinaria, equipo, muebles y otros.",P076,P094,19,37622.85104702268,0.01446838260329459,0.0,0.05621618135194629
E20_r15_p068_502,E20,0.15,0.502,electricidad_agua_desechos,"Electricidad, gas, agua y gestión de desechos.",P095,P097,3,18377.121163366268,0.04725905127615207,0.029045815075854502,0.05193610138009334
E20_r15_p068_502,E20,0.15,0.502,construccion,"Edificaciones, obras civiles y servicios de construcción.",P098,P101,4,42692.54198585462,0.01337190942996917,0.0077152040027319915,0.019827408028608627
E20_r15_p068_502,E20,0.15,0.502,comercio_reparacion,Comercio y reparación de vehículos.,P102,P103,2,110301.56241488637,0.011021093422090707,0.010359608521998447,0.019195099906849554
E20_r15_p068_502,E20,0.15,0.502,transporte_logistica,"Transporte de pasajeros y carga, almacenamiento, apoyo, correo y mensajería.",P104,P109,6,25090.974998895443,0.0764777333200985,0.007172661103350228,0.10357838275461698
E20_r15_p068_502,E20,0.15,0.502,alojamiento_comidas,Alojamiento y suministro de comidas y bebidas.,P110,P111,2,29302.71482493113,0.009662821338702457,0.00918547373026552,0.01664374603825733
E20_r15_p068_502,E20,0.15,0.502,servicios_privados,"Información, finanzas, inmobiliarios, profesionales, administrativos y otros servicios de mercado.",P112,P136,25,144897.2483061703,0.006098095016760678,0.0008256862357960543,0.01699217340690485
E20_r15_p068_502,E20,0.15,0.502,servicios_publicos_sociales,"Gobierno, enseñanza, salud, cultura, asociaciones y servicios domésticos.",P137,P150,14,78471.62944532983,0.0074962709112356436,0.0,0.024558125404797286
E20_r15_p068_502,E20,0.15,0.502,ajustes_comercio_exterior,Compras directas de residentes y no residentes.,P151,P152,2,0.0,0.0,0.0,0.0
E20_r30_p068_450,E20,0.3,0.45,agricultura_pesca_silvicultura,"Agricultura, ganadería, silvicultura y pesca.",P001,P030,30,74663.33847793967,0.032794850450470064,0.0071687269819706734,0.2816651790486363
E20_r30_p068_450,E20,0.3,0.45,mineria,"Petróleo crudo, gas natural y minerales.",P031,P033,3,8450.23278764872,0.06426693550788311,0.038159473179454374,0.09633469243232518
E20_r30_p068_450,E20,0.3,0.45,alimentos_bebidas_tabaco,"Alimentos procesados, bebidas y tabaco.",P034,P058,25,85313.2317468036,0.0403252284287868,0.013205277656574595,0.07968974789969469
E20_r30_p068_450,E20,0.3,0.45,manufactura_otros_y_refinacion,"Textiles, cuero, madera, papel, edición, impresión y refinación.",P059,P070,12,24472.43089526476,0.03714302651141189,0.0,0.08635574645619239
E20_r30_p068_450,E20,0.3,0.45,quimica_farmaceutica,"Fertilizantes, pinturas, limpieza, otros químicos y farmacéuticos.",P071,P075,5,15290.689256096739,0.02921225434799382,0.011423993758304024,0.06446926690014373
E20_r30_p068_450,E20,0.3,0.45,otras_manufacturas,"Caucho, plástico, minerales no metálicos, metales, maquinaria, equipo, muebles y otros.",P076,P094,19,37622.85104702268,0.03880866977209715,0.0,0.15078915714042712
E20_r30_p068_450,E20,0.3,0.45,electricidad_agua_desechos,"Electricidad, gas, agua y gestión de desechos.",P095,P097,3,18377.121163366268,0.12676336844321212,0.07790984496660724,0.13930866102830575
E20_r30_p068_450,E20,0.3,0.45,construccion,"Edificaciones, obras civiles y servicios de construcción.",P098,P101,4,42692.54198585462,0.035867590145970865,0.02069455948021501,0.05318323075335893
E20_r30_p068_450,E20,0.3,0.45,comercio_reparacion,Comercio y reparación de vehículos.,P102,P103,2,110301.56241488637,0.029561975714407482,0.027787668955263335,0.05148718512307711
E20_r30_p068_450,E20,0.3,0.45,transporte_logistica,"Transporte de pasajeros y carga, almacenamiento, apoyo, correo y mensajería.",P104,P109,6,25090.974998895443,0.20513689599709456,0.019239291894568744,0.27782920607424916
E20_r30_p068_450,E20,0.3,0.45,alojamiento_comidas,Alojamiento y suministro de comidas y bebidas.,P110,P111,2,29302.71482493113,0.025918670571725547,0.024638276887768706,0.044643666225850046
E20_r30_p068_450,E20,0.3,0.45,servicios_privados,"Información, finanzas, inmobiliarios, profesionales, administrativos y otros servicios de mercado.",P112,P136,25,144897.2483061703,0.016356973839663797,0.0022147454445307748,0.045578256017961526
E20_r30_p068_450,E20,0.3,0.45,servicios_publicos_sociales,"Gobierno, enseñanza, salud, cultura, asociaciones y servicios domésticos.",P137,P150,14,78471.62944532983,0.020107313325407664,0.0,0.0658724755343078
E20_r30_p068_450,E20,0.3,0.45,ajustes_comercio_exterior,Compras directas de residentes y no residentes.,P151,P152,2,0.0,0.0,0.0,0.0
E20_r30_p068_502,E20,0.3,0.502,agricultura_pesca_silvicultura,"Agricultura, ganadería, silvicultura y pesca.",P001,P030,30,74663.33847793967,0.036584477613635494,0.007997113210998394,0.31421315529425625
E20_r30_p068_502,E20,0.3,0.502,mineria,"Petróleo crudo, gas natural y minerales.",P031,P033,3,8450.23278764872,0.0716933369443496,0.04256901230241354,0.10746670133561609
E20_r30_p068_502,E20,0.3,0.502,alimentos_bebidas_tabaco,"Alimentos procesados, bebidas y tabaco.",P034,P058,25,85313.2317468036,0.044985032602779945,0.014731220852445439,0.08889834099032608
E20_r30_p068_502,E20,0.3,0.502,manufactura_otros_y_refinacion,"Textiles, cuero, madera, papel, edición, impresión y refinación.",P059,P070,12,24472.43089526476,0.041435109574952826,0.0,0.09633463271335237
E20_r30_p068_502,E20,0.3,0.502,quimica_farmaceutica,"Fertilizantes, pinturas, limpieza, otros químicos y farmacéuticos.",P071,P075,5,15290.689256096739,0.03258789262820643,0.01274409970370804,0.07191904885304921
E20_r30_p068_502,E20,0.3,0.502,otras_manufacturas,"Caucho, plástico, minerales no metálicos, metales, maquinaria, equipo, muebles y otros.",P076,P094,19,37622.85104702268,0.043293227167983936,0.0,0.16821368196554315
E20_r30_p068_502,E20,0.3,0.502,electricidad_agua_desechos,"Electricidad, gas, agua y gestión de desechos.",P095,P097,3,18377.121163366268,0.14141157990776107,0.0869127603849707,0.15540655074713217
E20_r30_p068_502,E20,0.3,0.502,construccion,"Edificaciones, obras civiles y servicios de construcción.",P098,P101,4,42692.54198585462,0.040012289451727495,0.02308593079792874,0.05932884852930262
E20_r30_p068_502,E20,0.3,0.502,comercio_reparacion,Comercio y reparación de vehículos.,P102,P103,2,110301.56241488637,0.03297802624140567,0.03099868847898265,0.05743681540396603
E20_r30_p068_502,E20,0.3,0.502,transporte_logistica,"Transporte de pasajeros y carga, almacenamiento, apoyo, correo y mensajería.",P104,P109,6,25090.974998895443,0.22884160397898104,0.021462498957941126,0.30993391433171796
E20_r30_p068_502,E20,0.3,0.502,alojamiento_comidas,Alojamiento y suministro de comidas y bebidas.,P110,P111,2,29302.71482493113,0.028913716948902712,0.02748536666146641,0.049802489878614936
E20_r30_p068_502,E20,0.3,0.502,servicios_privados,"Información, finanzas, inmobiliarios, profesionales, administrativos y otros servicios de mercado.",P112,P136,25,144897.2483061703,0.018247113038913836,0.0024706715847876643,0.050845076713370414
E20_r30_p068_502,E20,0.3,0.502,servicios_publicos_sociales,"Gobierno, enseñanza, salud, cultura, asociaciones y servicios domésticos.",P137,P150,14,78471.62944532983,0.022430825087454778,0.0,0.0734844060404945
E20_r30_p068_502,E20,0.3,0.502,ajustes_comercio_exterior,Compras directas de residentes y no residentes.,P151,P152,2,0.0,0.0,0.0,0.0
