id_escenario,etiqueta,naturaleza,mezcla_etanol_fraccion,metodo_penalizacion,factor_energetico_aplicado,penalizacion_efectiva_fraccion,precio_mezcla_q_por_litro,r_fraccion,r_porcentaje,uso_total_p068_millones_q_2013,gasto_gasolina_base_millones_q_2013,valor_etanol_total_millones_q_2013,valor_etanol_domestico_millones_q_2013,delta_precio_directo_promedio_fraccion,delta_precio_total_promedio_fraccion,delta_precio_transporte_p104_p105_promedio_fraccion,delta_y_total_millones_q_2013,delta_x_total_millones_q_2013,delta_residual_no_intermedio_domestico_total_millones_q_2013,delta_x_p010_millones_q_2013,multiplicador_produccion
E5_original,E5 original recuperado,reproduccion_forense,0.05,fija_original,1.03,0.030000000000000027,10.35,0.015285714285714347,1.5285714285714347,119.18752554830465,53.63438649673709,2.681719324836855,1.8772035273857983,1.2443501241498124e-06,1.9264423344552988e-06,1.9740473580122824e-05,1.8772035273857983,3.166771669703373,1.8772035273857983,1.8790713809166484,1.6869623477180617
E10_misma_metodologia,E10 con la misma metodologia del E5 original,recalculo_comparable,0.1,fija_original,1.03,0.030000000000000027,10.200000000000001,0.0005714285714286671,0.05714285714286671,119.18752554830465,53.63438649673709,5.36343864967371,3.7544070547715966,4.651776165046789e-08,7.201653586749956e-08,7.379616291635907e-07,3.7544070547715966,6.333543339406746,3.7544070547715966,3.7581427618332968,1.6869623477180617
E10_penalizacion_lhv,E10 con penalizacion derivada de LHV,sensibilidad_fisica_separada,0.1,factor_lhv,1.034928848641656,0.03492884864165591,10.200000000000001,0.005359452966180234,0.5359452966180234,119.18752554830465,53.63438649673709,5.36343864967371,3.7544070547715966,4.3629207240084113e-07,6.754461643458046e-07,6.921373624107848e-06,3.7544070547715966,6.333543339406746,3.7544070547715966,3.7581427618332968,1.6869623477180617
