id_escenario,naturaleza,codigo,producto,categoria,delta_precio_directo_fraccion,delta_precio_total_fraccion,delta_y_millones_q_2013,delta_x_millones_q_2013,delta_residual_no_intermedio_domestico_millones_q_2013
E10_misma_metodologia,recalculo_comparable,P118,Servicios de alquiler de vivienda,Servicios (sin transporte y logistica),7.601371733541376e-17,4.402646732438349e-09,0.0,0.0,0.0
E10_misma_metodologia,recalculo_comparable,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",Servicios (sin transporte y logistica),4.214585225911905e-09,1.8989530782524313e-08,0.0,0.03825669709180443,0.027962287565597273
E10_misma_metodologia,recalculo_comparable,P120,"Servicios jurídicos, de contabilidad, auditoría, teneduría de libros y consultoría fiscal",Servicios (sin transporte y logistica),1.2433974865295392e-09,8.440910730148368e-09,0.0,0.028921009564639798,0.023908371909707953
E10_misma_metodologia,recalculo_comparable,P121,Servicios de tecnología de la información,Servicios (sin transporte y logistica),2.9448401505351647e-08,4.274576996279288e-08,0.0,0.010687488015983815,0.007523161894150768
E10_misma_metodologia,recalculo_comparable,P122,"Servicios de arquitectura e ingeniería, ensayos y análisis técnicos",Servicios (sin transporte y logistica),3.8169411362010934e-08,5.623485609190339e-08,0.0,0.006628473239756872,0.004462245220755683
E10_misma_metodologia,recalculo_comparable,P123,"Otros servicios profesionales, científicos y técnicos",Servicios (sin transporte y logistica),5.705257398042535e-09,1.4862521176930327e-08,0.0,0.0331460023462892,0.024445533506513947
E10_misma_metodologia,recalculo_comparable,P124,Servicios de publicidad y estudios de mercado,Servicios (sin transporte y logistica),1.5364543447882424e-08,3.424758645072662e-08,0.0,0.0182942768133017,0.011452876044979222
E10_misma_metodologia,recalculo_comparable,P125,Servicios de arrendamiento o alquiler sin operador,Servicios (sin transporte y logistica),4.157585133989457e-08,5.410238949805675e-08,0.0,0.03752263424384831,0.02775260969895277
E10_misma_metodologia,recalculo_comparable,P126,Servicios  de agencias de empleo y de dotación de recursos humanos,Servicios (sin transporte y logistica),9.384761994601744e-09,1.3273836171967824e-08,0.0,0.7403851699091717,0.6721101335014883
E10_misma_metodologia,recalculo_comparable,P127,"Servicios de agencias de viajes, operadores turísticos y actividades conexas",Servicios (sin transporte y logistica),2.8754577563492065e-08,4.528413295337752e-08,0.0,0.00011126351947900875,7.42052201312895e-05
E10_misma_metodologia,recalculo_comparable,P128,"Servicios de seguridad, sistemas de seguridad e investigación privada",Servicios (sin transporte y logistica),2.840945141204395e-08,3.5823917127927797e-08,0.0,0.038764847036922165,0.03308341742402332
E10_misma_metodologia,recalculo_comparable,P129,Servicios de limpieza,Servicios (sin transporte y logistica),7.677493361616087e-09,1.8508535131372267e-08,0.0,0.002679389459597682,0.002012014722405024
E10_misma_metodologia,recalculo_comparable,P130,Servicios telefónicos de centros de llamadas,Servicios (sin transporte y logistica),5.545722732985452e-09,1.2179082302622668e-08,0.0,0.0003816778897656489,0.0003030030733221973
E10_misma_metodologia,recalculo_comparable,P131,"Servicios administrativos, de apoyo de oficina y otros servicios de apoyo a las empresas",Servicios (sin transporte y logistica),4.619242164525305e-08,5.738747400424349e-08,0.0,0.010014433544657727,0.007636960901882584
E10_misma_metodologia,recalculo_comparable,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",Servicios (sin transporte y logistica),3.013813481034595e-08,6.165191991065394e-08,0.0,0.07403550501371484,0.04487850635948984
E10_misma_metodologia,recalculo_comparable,P133,Servicios de reparación de otros bienes,Servicios (sin transporte y logistica),7.370849921818544e-09,1.559413828688327e-08,0.0,0.002253617753093515,0.0018426735905619077
E10_misma_metodologia,recalculo_comparable,P134,"Servicios de apoyo a la agricultura, caza, silvicultura y pesca",Servicios (sin transporte y logistica),3.740738760594893e-08,4.618840305368656e-08,0.0,0.3949758527796459,0.3662913482534437
E10_misma_metodologia,recalculo_comparable,P135,"Servicios de apoyo a la explotación de minas y canteras y los relacionados con la distribución de electricidad, gas y agua",Servicios (sin transporte y logistica),1.5115781229916993e-08,3.56492787084958e-08,0.0,3.715625194429875e-05,2.46522819046881e-05
E10_misma_metodologia,recalculo_comparable,P136,Servicios de manufactura,Servicios (sin transporte y logistica),4.866414825545544e-08,6.423303531591594e-08,0.0,0.0034171128277235524,0.002482019854734519
E10_misma_metodologia,recalculo_comparable,P137,Servicios públicos del gobierno general,Servicios (sin transporte y logistica),9.466024553986913e-08,1.2481083438264523e-07,0.0,0.0,0.0
E10_misma_metodologia,recalculo_comparable,P138,"Servicios públicos administrativos relacionados con la provisión de servicios educativos, de salud, servicios sociales, culturales y otros, sin contar los servicios de seguridad social",Servicios (sin transporte y logistica),4.4479288536694005e-09,2.72859798167563e-08,0.0,0.0,0.0
E10_misma_metodologia,recalculo_comparable,P139,Otros servicios administrativos,Servicios (sin transporte y logistica),8.192793815662534e-09,4.2793087410323045e-08,0.0,0.0,0.0
E10_misma_metodologia,recalculo_comparable,P140,Servicios públicos administrativos prestados a la comunidad en su conjunto,Servicios (sin transporte y logistica),1.3021138768078868e-08,2.201283550196792e-08,0.0,0.0,0.0
E10_misma_metodologia,recalculo_comparable,P141,Servicios administrativos relacionados con los sistemas de seguridad social de afiliación obligatoria,Servicios (sin transporte y logistica),1.5228483737366762e-08,2.250602532790899e-08,0.0,0.0,0.0
E10_misma_metodologia,recalculo_comparable,P142,Servicios de enseñanza,Servicios (sin transporte y logistica),5.517210013066431e-09,1.2042495214834992e-08,0.0,1.0199493595049584e-05,9.071654097897746e-06
E10_misma_metodologia,recalculo_comparable,P143,Servicios de hospitalización,Servicios (sin transporte y logistica),1.9845949962975838e-08,2.9445403438587753e-08,0.0,0.0,0.0
E10_misma_metodologia,recalculo_comparable,P144,Servicios médicos y dentales,Servicios (sin transporte y logistica),1.3032854504261256e-08,2.4835832633779268e-08,0.0,3.7711211916524937e-06,2.8406949092123637e-06
E10_misma_metodologia,recalculo_comparable,P145,Otros servicios de atención de la salud humana,Servicios (sin transporte y logistica),5.422589745239915e-09,2.176470382186394e-08,0.0,4.079200469654466e-05,2.747581017721828e-05
E10_misma_metodologia,recalculo_comparable,P146,"Servicios audiovisuales, recreativos, culturales y deportivos",Servicios (sin transporte y logistica),3.6860246347346685e-08,5.7790905371150254e-08,0.0,0.0005271559955059073,0.0003303602892678442
E10_misma_metodologia,recalculo_comparable,P147,Servicios de asociaciones que sirven a las empresas,Servicios (sin transporte y logistica),3.1084672316224575e-08,4.439459045179669e-08,0.0,0.0010298850579814238,0.000689628806849147
E10_misma_metodologia,recalculo_comparable,P148,Servicios de asociaciones que sirven a los hogares,Servicios (sin transporte y logistica),1.0137253455245226e-08,3.4214401498940804e-08,0.0,2.0128407416715912e-23,1.0677468565581109e-23
E10_misma_metodologia,recalculo_comparable,P149,Otros servicios,Servicios (sin transporte y logistica),1.036354987607138e-08,1.6179648879655614e-08,0.0,8.599762170661377e-05,7.598992698756136e-05
E10_misma_metodologia,recalculo_comparable,P150,Servicios domésticos,Servicios (sin transporte y logistica),0.0,0.0,0.0,0.0,0.0
E10_misma_metodologia,recalculo_comparable,P151,Compras directas en el exterior por residentes,Otros,0.0,0.0,0.0,0.0,0.0
E10_misma_metodologia,recalculo_comparable,P152,Compras directas en el territorio nacional por no residentes,Otros,0.0,0.0,0.0,0.0,0.0
E10_penalizacion_lhv,sensibilidad_fisica_separada,P001,Maíz,"Agricultura, silvicultura y pesca (sin P010)",2.51621597879417e-07,3.417609292778906e-07,0.0,6.173448127134202e-05,4.935103577996758e-05
E10_penalizacion_lhv,sensibilidad_fisica_separada,P002,Frijoles,"Agricultura, silvicultura y pesca (sin P010)",2.3300049830989286e-08,1.3637069315491525e-07,0.0,3.438758419431428e-05,2.5073120550189204e-05
E10_penalizacion_lhv,sensibilidad_fisica_separada,P003,Leguminosas (legumbres secas) y semillas oleaginosas,"Agricultura, silvicultura y pesca (sin P010)",6.447176521498206e-07,8.934186586717664e-07,0.0,1.0027811848267629e-05,6.574005727908325e-06
E10_penalizacion_lhv,sensibilidad_fisica_separada,P004,Arroz,"Agricultura, silvicultura y pesca (sin P010)",3.201695990822609e-07,6.036319024667292e-07,0.0,9.509651358122568e-06,6.16713622002441e-06
E10_penalizacion_lhv,sensibilidad_fisica_separada,P005,Otros cereales,"Agricultura, silvicultura y pesca (sin P010)",1.9953063289220392e-07,3.0370730666945813e-07,0.0,2.5624453731066317e-06,2.00756081564195e-06
E10_penalizacion_lhv,sensibilidad_fisica_separada,P006,Hortalizas,"Agricultura, silvicultura y pesca (sin P010)",3.628227939407331e-07,5.166759230958609e-07,0.0,0.0006878309989935185,0.0005616922624236438
E10_penalizacion_lhv,sensibilidad_fisica_separada,P007,Sandías y melones,"Agricultura, silvicultura y pesca (sin P010)",2.5768954243279075e-07,4.266322169098017e-07,0.0,5.336156620420701e-06,4.253918516661415e-06
E10_penalizacion_lhv,sensibilidad_fisica_separada,P008,Ejotes y arvejas,"Agricultura, silvicultura y pesca (sin P010)",2.495312947842651e-07,3.904626057718905e-07,0.0,4.048775358656358e-06,3.3715176861122965e-06
E10_penalizacion_lhv,sensibilidad_fisica_separada,P009,Raíces y tubérculos,"Agricultura, silvicultura y pesca (sin P010)",3.229798809527587e-07,5.567811600073894e-07,0.0,0.00010096958695700672,7.051746659909901e-05
E10_penalizacion_lhv,sensibilidad_fisica_separada,P010,Caña de azúcar y otras plantas azucareras,Cana de azucar,6.370279417802922e-07,1.0286064597747855e-06,3.7544070547715966,3.7581427618332968,1.6920821666251673
E10_penalizacion_lhv,sensibilidad_fisica_separada,P011,Tabaco y otras plantas no perennes,"Agricultura, silvicultura y pesca (sin P010)",6.288123392919262e-08,2.09841771283864e-07,0.0,0.00010240746609766692,7.532533482105847e-05
E10_penalizacion_lhv,sensibilidad_fisica_separada,P012,"Bananos, plátanos y otros","Agricultura, silvicultura y pesca (sin P010)",5.899730303577203e-07,9.900714043732132e-07,0.0,2.0300166623919735e-05,1.3759791026572645e-05
E10_penalizacion_lhv,sensibilidad_fisica_separada,P013,Frutas tropicales y subtropicales,"Agricultura, silvicultura y pesca (sin P010)",3.727928535019745e-07,5.349637538310283e-07,0.0,2.6518076273824373e-05,2.2727514953369745e-05
E10_penalizacion_lhv,sensibilidad_fisica_separada,P014,"Berries, otras frutas y semillas de frutas","Agricultura, silvicultura y pesca (sin P010)",4.1631916224400996e-07,5.222445044250383e-07,0.0,4.4817020118170227e-05,3.536297653555521e-05
E10_penalizacion_lhv,sensibilidad_fisica_separada,P015,Palma africana,"Agricultura, silvicultura y pesca (sin P010)",4.449445922035884e-07,9.156327702203064e-07,0.0,7.229621666786114e-05,5.103381231773283e-05
E10_penalizacion_lhv,sensibilidad_fisica_separada,P016,Café en grano,"Agricultura, silvicultura y pesca (sin P010)",2.0704543185870073e-08,2.741343039628421e-07,0.0,2.9873251999550106e-05,1.1365557813382472e-05
E10_penalizacion_lhv,sensibilidad_fisica_separada,P017,Cardamomo,"Agricultura, silvicultura y pesca (sin P010)",2.202786701876483e-07,5.44187869106315e-07,0.0,4.955543082655708e-07,2.3925693733554077e-07
E10_penalizacion_lhv,sensibilidad_fisica_separada,P018,Caucho natural,"Agricultura, silvicultura y pesca (sin P010)",1.0139763795469232e-06,1.8020982623464012e-06,0.0,0.00019537899398990374,8.439464368163496e-05
E10_penalizacion_lhv,sensibilidad_fisica_separada,P019,Propagación de plantas,"Agricultura, silvicultura y pesca (sin P010)",1.045399932141085e-06,1.5383336937946714e-06,0.0,0.011351806766847711,0.00595955342663487
E10_penalizacion_lhv,sensibilidad_fisica_separada,P020,"Otros frutos oleaginosos, otras plantas bebestibles y especias aromáticas","Agricultura, silvicultura y pesca (sin P010)",8.851897532435911e-07,1.085086161885182e-06,0.0,7.3049550167016345e-06,5.4935182975310225e-06
E10_penalizacion_lhv,sensibilidad_fisica_separada,P021,Ganado bovino,"Agricultura, silvicultura y pesca (sin P010)",1.5510313864594836e-07,2.7158977318771196e-07,0.0,0.0003518217935015329,0.00027988614269812336
E10_penalizacion_lhv,sensibilidad_fisica_separada,P022,Ganado porcino y otro tipo de animales vivos n.c.p.,"Agricultura, silvicultura y pesca (sin P010)",3.689822937983234e-07,5.790566950764552e-07,0.0,0.00021282335064949176,8.920011823165568e-05
E10_penalizacion_lhv,sensibilidad_fisica_separada,P023,Aves de corral,"Agricultura, silvicultura y pesca (sin P010)",2.001992568616373e-07,4.437782329871388e-07,0.0,0.0004874921861266552,0.00018648503315150228
E10_penalizacion_lhv,sensibilidad_fisica_separada,P024,Leche cruda,"Agricultura, silvicultura y pesca (sin P010)",3.373947268736001e-07,6.117996928904792e-07,0.0,4.407378762878363e-05,1.7930476238596616e-05
E10_penalizacion_lhv,sensibilidad_fisica_separada,P025,Huevos,"Agricultura, silvicultura y pesca (sin P010)",2.022319590363275e-07,3.0735578061046804e-07,0.0,8.675911626227741e-05,5.900839681020085e-05
E10_penalizacion_lhv,sensibilidad_fisica_separada,P026,Otros productos de animales vivos,"Agricultura, silvicultura y pesca (sin P010)",0.0,2.615349478668234e-07,0.0,5.03707115941832e-06,3.272491386320801e-06
E10_penalizacion_lhv,sensibilidad_fisica_separada,P027,Troncos de madera y leña,"Agricultura, silvicultura y pesca (sin P010)",7.403027795975225e-07,1.1075062186413711e-06,0.0,0.00046062428840518957,0.0004047749970924219
E10_penalizacion_lhv,sensibilidad_fisica_separada,P028,Productos forestales no madereros,"Agricultura, silvicultura y pesca (sin P010)",6.321437327552599e-07,1.1274395557983377e-06,0.0,4.129503177152983e-05,3.135731369865364e-05
E10_penalizacion_lhv,sensibilidad_fisica_separada,P029,"Peces vivos, frescos o refrigerados","Agricultura, silvicultura y pesca (sin P010)",4.022719878366597e-06,4.11844044015494e-06,0.0,4.1770914878749235e-06,3.4738423876847603e-06
E10_penalizacion_lhv,sensibilidad_fisica_separada,P030,Crustáceos sin congelar y otros productos de la pesca,"Agricultura, silvicultura y pesca (sin P010)",5.57932291005268e-07,7.625099668544475e-07,0.0,0.00010818940525395842,5.7362613720629354e-05
E10_penalizacion_lhv,sensibilidad_fisica_separada,P031,Petróleo crudo y gas natural,Otros,1.8171142480594883e-06,2.1112988098507745e-06,0.0,0.00013256807277565183,9.922311485711539e-05
E10_penalizacion_lhv,sensibilidad_fisica_separada,P032,Minerales metálicos,Otros,4.863498440149904e-07,6.224134605571515e-07,0.0,8.438317220649945e-25,6.350696381170536e-25
E10_penalizacion_lhv,sensibilidad_fisica_separada,P033,Minerales no metálicos,Otros,1.8509953499041978e-06,2.0449573000387594e-06,0.0,0.005084534450508998,0.0037029612257758206
E10_penalizacion_lhv,sensibilidad_fisica_separada,P034,Carne y despojos comestibles de ganado bovino; cueros y pieles de bovino y de otros animales,Otros,3.93840268454588e-07,8.426281513521151e-07,0.0,0.0005715425231366866,0.00014214590625371583
E10_penalizacion_lhv,sensibilidad_fisica_separada,P035,Carne y despojos comestibles de ganado porcino,Otros,1.7799294259553266e-07,6.974577625877411e-07,0.0,0.0002444832785324385,6.084126830592149e-05
E10_penalizacion_lhv,sensibilidad_fisica_separada,P036,Carne y despojos comestibles de aves,Otros,3.0410163085507374e-07,7.675088617162913e-07,0.0,0.0006678947785993734,0.0001790229447053361
E10_penalizacion_lhv,sensibilidad_fisica_separada,P037,Carne y despojos de otros animales y conservas y preparados de carne,Otros,3.9154006923524906e-07,7.337494547624335e-07,0.0,0.00037589873367824256,0.00017713526972150704
E10_penalizacion_lhv,sensibilidad_fisica_separada,P038,"Pescado congelado, preparado o en conserva y sus productos",Otros,4.486078746073596e-08,2.806821853949776e-07,0.0,4.3732022700752714e-07,3.7353206019701435e-07
E10_penalizacion_lhv,sensibilidad_fisica_separada,P039,"Crustáceos, moluscos y demás invertebrados acuáticos congelados, preparados o en conserva y sus productos",Otros,1.8325242999493573e-07,4.527551644303201e-07,0.0,7.215090368650308e-06,4.7471831842546774e-06
E10_penalizacion_lhv,sensibilidad_fisica_separada,P040,"Vegetales preparados o en conserva, legumbres y papas",Otros,8.511153568695719e-07,1.1824823889372572e-06,0.0,9.232571069748163e-06,4.551331187020471e-06
E10_penalizacion_lhv,sensibilidad_fisica_separada,P041,Preparaciones y conservas de frutas y nueces,Otros,2.618097258336619e-07,5.42205260767427e-07,0.0,1.2845322074821003e-05,8.379457120851107e-06
E10_penalizacion_lhv,sensibilidad_fisica_separada,P042,Jugos de frutas,Otros,6.018714537793743e-07,9.544665605859655e-07,0.0,1.4562803957262268e-05,7.731808057423604e-06
E10_penalizacion_lhv,sensibilidad_fisica_separada,P043,Aceites de origen vegetal,Otros,8.379565366117662e-08,5.555674688375422e-07,0.0,0.00015362347116486692,7.00818732383671e-05
E10_penalizacion_lhv,sensibilidad_fisica_separada,P044,"Margarina, grasas y otros aceites de origen animal y vegetal",Otros,1.6482083073290363e-07,6.389935214278453e-07,0.0,4.622607762935002e-05,2.0790886015191956e-05
E10_penalizacion_lhv,sensibilidad_fisica_separada,P045,Leche líquida y crema procesada,Otros,3.102478728677224e-07,7.929570445882832e-07,0.0,5.158147261273939e-05,2.1690410506459792e-05
E10_penalizacion_lhv,sensibilidad_fisica_separada,P046,Otros productos lácteos n.c.p.,Otros,3.021788199838672e-07,7.575690194313871e-07,0.0,7.19323885829589e-05,3.2499627298838255e-05
E10_penalizacion_lhv,sensibilidad_fisica_separada,P047,Harina de trigo,Otros,4.819671018095881e-07,8.699698907021531e-07,0.0,0.00017594118224710024,0.00014239885296132268
E10_penalizacion_lhv,sensibilidad_fisica_separada,P048,Arroz sin cáscara,Otros,3.360579491706931e-07,5.492446344756955e-07,0.0,3.458715785085624e-05,2.5525541218851413e-05
E10_penalizacion_lhv,sensibilidad_fisica_separada,P049,"Otros productos de molinería, almidones y productos de almidón",Otros,6.647380463847736e-07,9.703330623110116e-07,0.0,2.6008864149198514e-05,1.7877114774766577e-05
E10_penalizacion_lhv,sensibilidad_fisica_separada,P050,Pan y otros productos de panadería y repostería n.c.p.,Otros,9.355628016483003e-08,5.100989188372959e-07,0.0,0.0002175735830586527,0.0001134117532099516
E10_penalizacion_lhv,sensibilidad_fisica_separada,P051,"Tortillas de maíz, incluso tostadas, horneadas o fritas",Otros,8.39176385271972e-09,2.395797093846052e-07,0.0,0.00014169361080054523,9.057467255648341e-05
E10_penalizacion_lhv,sensibilidad_fisica_separada,P052,"Azúcar de caña sin refinar y refinada, melaza y los demás azúcares n.c.p.",Otros,4.9909449465388794e-08,8.995971345658798e-07,0.0,0.007987347594816858,0.0028903800675563304
E10_penalizacion_lhv,sensibilidad_fisica_separada,P053,Productos alimenticios n.c.p.,Otros,9.289274195943128e-07,1.2029334966921537e-06,0.0,0.00033680365159273175,0.00021530618379884156
E10_penalizacion_lhv,sensibilidad_fisica_separada,P054,Preparados para alimentación animal,Otros,5.327057973099606e-08,2.8032497525512914e-07,0.0,0.00042402331234686684,0.0002870272190115888
E10_penalizacion_lhv,sensibilidad_fisica_separada,P055,"Aguardientes, licores, vinos, demás bebidas espirituosas y productos del tabaco",Otros,1.3538241439188666e-07,3.729424328412241e-07,0.0,9.0367889370256e-05,3.792271053092015e-05
E10_penalizacion_lhv,sensibilidad_fisica_separada,P056,Malta y cerveza de malta,Otros,8.487150084602874e-07,1.0891600138653947e-06,0.0,4.9353765530373216e-05,3.2451019445669614e-05
E10_penalizacion_lhv,sensibilidad_fisica_separada,P057,Bebidas no alcohólicas,Otros,2.7268323138427497e-07,8.039892463887285e-07,0.0,0.00015754968649067783,8.286017453403438e-05
E10_penalizacion_lhv,sensibilidad_fisica_separada,P058,Aguas minerales y otras aguas embotelladas,Otros,2.766906399479189e-07,6.123492992665551e-07,0.0,0.00012104333339568138,8.991655729104443e-05
E10_penalizacion_lhv,sensibilidad_fisica_separada,P059,"Hilados, tejidos, telas y otros productos textiles excepto prendas de vestir",Otros,9.82314248131859e-08,2.3123509815262073e-07,0.0,0.0018517831940513493,0.001234498503533334
E10_penalizacion_lhv,sensibilidad_fisica_separada,P060,"Prendas de vestir, adobo y teñido de pieles",Otros,2.007677669146904e-07,4.193510855737084e-07,0.0,0.002126529777793334,0.0012647376410963361
E10_penalizacion_lhv,sensibilidad_fisica_separada,P061,Cuero de piel curtida o adobada y cuero artificial o regenerado y artículos de cuero,Otros,4.3999140399158925e-07,7.903775225323892e-07,0.0,0.0002917824129131248,0.00016373677683218364
E10_penalizacion_lhv,sensibilidad_fisica_separada,P062,"Calzado y sus partes, de cualquier material y de cualquier uso",Otros,2.2425150577148532e-08,2.9453152827947107e-07,0.0,4.054607884060516e-06,2.3825582456510053e-06
E10_penalizacion_lhv,sensibilidad_fisica_separada,P063,"Madera aserrada y acepillada, productos de madera, corcho, paja y materiales trenzables",Otros,4.796945931930996e-07,1.1164081718431134e-06,0.0,0.0011440794673757055,0.0005519425100673795
E10_penalizacion_lhv,sensibilidad_fisica_separada,P064,Pasta de papel y papel,Otros,7.566498048162539e-08,3.558727424248575e-07,0.0,0.0014570753131563081,0.0009901210284929858
E10_penalizacion_lhv,sensibilidad_fisica_separada,P065,Envases de papel y cartón,Otros,9.179864700126149e-08,3.070131070749133e-07,0.0,0.0026463905538252567,0.0018709445623418344
E10_penalizacion_lhv,sensibilidad_fisica_separada,P066,Productos de la edición,Otros,2.189928592124202e-07,4.289918423182477e-07,0.0,0.0009081688651607008,0.0006290185241116752
E10_penalizacion_lhv,sensibilidad_fisica_separada,P067,Productos de la impresión,Otros,2.7452684414996686e-07,4.762420981936656e-07,0.0,0.002830693820212113,0.0018058260963945034
E10_penalizacion_lhv,sensibilidad_fisica_separada,P068,"Gasolinas, diésel oil y fuel oils",Combustibles y refinacion,9.177043795042326e-07,1.0822302132877443e-06,0.0,0.0016012444112118913,0.0013805447316428264
E10_penalizacion_lhv,sensibilidad_fisica_separada,P069,"Aceites, grasas lubricantes y otros aceites preparados",Combustibles y refinacion,0.0,0.0,0.0,0.0,0.0
E10_penalizacion_lhv,sensibilidad_fisica_separada,P070,"Gases de petróleo, otros productos de la refinación de petróleo n.c.p.",Combustibles y refinacion,1.899800379609122e-06,2.219131041397272e-06,0.0,0.00024089435108553677,0.00018557269933777948
E10_penalizacion_lhv,sensibilidad_fisica_separada,P071,"Abonos, fertilizantes y pesticidas",Industria quimica ampliada,2.8941052540098466e-08,1.8303009918607443e-07,0.0,0.27895114834359064,0.20021195316821538
E10_penalizacion_lhv,sensibilidad_fisica_separada,P072,"Pinturas, barnices, tintas y productos relacionados",Industria quimica ampliada,1.327516619306637e-07,2.964555645162051e-07,0.0,0.002697551792881145,0.0019819239428783522
E10_penalizacion_lhv,sensibilidad_fisica_separada,P073,"Jabón, preparados de limpieza, perfumes y preparados de toilet",Industria quimica ampliada,2.7044699464252133e-07,3.9906759144097534e-07,0.0,0.0012088779370600078,0.0009507364410053127
E10_penalizacion_lhv,sensibilidad_fisica_separada,P074,Otros productos químicos,Industria quimica ampliada,6.038137468414161e-08,5.341190734167823e-07,0.0,0.002723973166283136,0.0015565258216955892
E10_penalizacion_lhv,sensibilidad_fisica_separada,P075,Productos farmacéuticos,Industria quimica ampliada,2.7588743976905995e-08,2.3374874026237766e-07,0.0,9.827089345538908e-05,6.921335809261036e-05
E10_penalizacion_lhv,sensibilidad_fisica_separada,P076,Productos de caucho y plástico,Industria quimica ampliada,8.23228860064423e-08,2.4691645102851344e-07,0.0,0.025217736502880336,0.01969769525997946
E10_penalizacion_lhv,sensibilidad_fisica_separada,P077,Vidrio y productos de vidrio,Otros,1.2436095512195944e-07,7.131824279486511e-07,0.0,0.00045638394309403384,0.0002912184622001691
E10_penalizacion_lhv,sensibilidad_fisica_separada,P078,Productos de cerámica y arcilla,Otros,2.29285929874556e-07,7.873550105327712e-07,0.0,0.0008569663610669432,0.0005067000744666218
E10_penalizacion_lhv,sensibilidad_fisica_separada,P079,"Cemento, cal y yeso",Otros,4.4551535153545273e-07,9.364586400773899e-07,0.0,0.0064258721666732,0.003891651554779577
E10_penalizacion_lhv,sensibilidad_fisica_separada,P080,"Artículos de hormigón, cemento y yeso",Otros,5.316356931508247e-07,1.2130746518711079e-06,0.0,0.0016122870877468226,0.0006229660030836606
E10_penalizacion_lhv,sensibilidad_fisica_separada,P081,Piedras talladas para construcción y otros productos minerales no metálicos n.c.p.,Otros,3.89051603014901e-07,8.16399196298633e-07,0.0,0.0007816065520953818,0.00040772439125503097
E10_penalizacion_lhv,sensibilidad_fisica_separada,P082,"Métales básicos de hierro y acero, productos primarios de metales preciosos y otros metales no ferrosos",Otros,8.199473925282056e-08,4.1705632344331603e-07,0.0,0.0038809302574320114,0.0027322518495865623
E10_penalizacion_lhv,sensibilidad_fisica_separada,P083,Productos metálicos estructurales y sus partes de hierro o de acero,Otros,1.2189762706548996e-07,2.379483476850696e-07,0.0,0.0020878359275426053,0.0017146263210293586
E10_penalizacion_lhv,sensibilidad_fisica_separada,P084,Otros productos elaborados de metal,Otros,3.2121478759584035e-07,4.352677872840276e-07,0.0,0.01243311509055324,0.010024324820842211
E10_penalizacion_lhv,sensibilidad_fisica_separada,P085,"Maquinaria para usos generales y especiales, sus partes y piezas, excepto electrodomésticos",Otros,2.115007459330362e-08,1.4303628555497944e-07,0.0,0.003447829817385896,0.0026417438839307786
E10_penalizacion_lhv,sensibilidad_fisica_separada,P086,Electrodomésticos y sus partes,Otros,0.0,0.0,0.0,8.868519531856692e-14,8.868519531856692e-14
E10_penalizacion_lhv,sensibilidad_fisica_separada,P087,"Maquinaria de oficina, contabilidad e informática, sus partes y piezas",Otros,0.0,0.0,0.0,2.7250806993589202e-14,2.7250806993589202e-14
E10_penalizacion_lhv,sensibilidad_fisica_separada,P088,"Maquinaria y aparatos eléctricos, sus partes y piezas",Otros,3.803669592084134e-08,1.9286960863959663e-07,0.0,0.00015243119301302052,0.00010123636989600867
E10_penalizacion_lhv,sensibilidad_fisica_separada,P089,"Equipo y aparatos de radio, televisión y comunicaciones",Otros,0.0,0.0,0.0,0.0,0.0
E10_penalizacion_lhv,sensibilidad_fisica_separada,P090,"Aparatos médicos, instrumentos ópticos y de precisión, relojes",Otros,0.0,2.706301049002593e-07,0.0,7.846426264494311e-06,5.046456677240126e-06
E10_penalizacion_lhv,sensibilidad_fisica_separada,P091,Equipo de transporte,Otros,4.472579144860313e-07,5.99780390948152e-07,0.0,0.0005946974439322115,0.0003909094474522379
E10_penalizacion_lhv,sensibilidad_fisica_separada,P092,Muebles,Otros,3.0415478639020667e-07,7.744493791958823e-07,0.0,2.436809729241384e-05,1.2646875906337147e-05
E10_penalizacion_lhv,sensibilidad_fisica_separada,P093,Otros artículos n.c.p.,Otros,2.0475386657142963e-07,3.749738716703919e-07,0.0,0.0019083995492655637,0.0013230452757766495
E10_penalizacion_lhv,sensibilidad_fisica_separada,P094,Residuos y desechos,Otros,1.508721807394187e-06,1.617914979728765e-06,0.0,0.001075107756334083,0.0008943653926842643
E10_penalizacion_lhv,sensibilidad_fisica_separada,P095,"Generación y distribución de energía eléctrica, gas, vapor y aire acondicionado",Otros,7.764090142369218e-08,1.6724081808440854e-07,0.0,0.0302092696334093,0.023706333748481218
E10_penalizacion_lhv,sensibilidad_fisica_separada,P096,Agua natural y distribución de agua natural,Otros,1.5859359378457202e-06,1.7483206047661877e-06,0.0,0.16149657035605736,0.11060657816470278
E10_penalizacion_lhv,sensibilidad_fisica_separada,P097,"Evacuación de aguas residuales, recogida, tratamiento y eliminación de desechos",Otros,1.745883448670914e-06,1.8691296853893768e-06,0.0,0.0009033617229774083,0.0007341515571583763
E10_penalizacion_lhv,sensibilidad_fisica_separada,P098,Edificaciones residenciales,Otros,7.829944764451867e-09,3.4208642785962295e-07,0.0,0.0,0.0
E10_penalizacion_lhv,sensibilidad_fisica_separada,P099,Edificaciones no residenciales,Otros,1.8901471773270783e-08,3.963005676118472e-07,0.0,0.0,0.0
